	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSDARG00000011373	57.72395417	-1.507655274	0.540677219	-2.788457184	0.005295975	0.020464192
ENSDARG00000005458	895.2612797	-0.743381104	0.228786265	-3.249238341	0.001157145	0.005674267
ENSDARG00000105102	374.6789091	-1.406348422	0.273166944	-5.148311145	2.63E-07	3.39E-06
ENSDARG00000011934	221.1710552	-1.102835746	0.324096958	-3.402795733	0.000667001	0.003547891
ENSDARG00000026053	111.8928188	-1.171048639	0.388911645	-3.01109173	0.002603102	0.011381935
ENSDARG00000038900	1059.401378	-0.920085715	0.232407697	-3.958929619	7.53E-05	0.000522028
ENSDARG00000038905	256.4767709	-1.32292053	0.293111233	-4.513373695	6.38E-06	5.93E-05
ENSDARG00000068580	9.428115383	-5.302178795	1.848262892	-2.86873627	0.004121153	0.01660661
ENSDARG00000019033	1427.756455	-1.023340739	0.237044559	-4.317081756	1.58E-05	0.000133141
ENSDARG00000096095	49.90840409	-2.879061985	0.613797101	-4.690576054	2.72E-06	2.78E-05
ENSDARG00000011723	278.0752234	-1.271217774	0.289611527	-4.389389421	1.14E-05	9.94E-05
ENSDARG00000101378	126.4953017	-1.527161203	0.38666287	-3.949593619	7.83E-05	0.000540664
ENSDARG00000061371	43.24754891	-3.000386058	0.666755157	-4.499981777	6.80E-06	6.30E-05
ENSDARG00000094896	41.39724988	-1.564178299	0.643996001	-2.428863372	0.015146239	0.048342682
ENSDARG00000044923	614.725402	-0.64522585	0.24603502	-2.622495977	0.00872883	0.030972903
ENSDARG00000077687	4.537109	-5.702522071	2.241137352	-2.544476833	0.010944157	0.037256333
ENSDARG00000005941	306.2666218	-1.831983293	0.300244325	-6.1016417	1.05E-09	2.07E-08
ENSDARG00000002127	808.5183984	-0.690871121	0.235637449	-2.931924122	0.00336869	0.014055581
ENSDARG00000055565	27.21248846	-1.955731954	0.767916703	-2.546802205	0.010871503	0.037053951
ENSDARG00000038812	364.7407089	-1.903987119	0.277148647	-6.869913105	6.42E-12	1.74E-10
ENSDARG00000061048	148.6202905	-1.553352669	0.381646187	-4.070138051	4.70E-05	0.000344958
ENSDARG00000038787	459.8996331	-0.92836946	0.260236671	-3.567404461	0.000360535	0.002064737
ENSDARG00000077075	34.03428478	-1.956691823	0.682947382	-2.86506966	0.004169175	0.016764923
ENSDARG00000038801	77.68886781	-1.175709605	0.465851412	-2.523786712	0.011609834	0.039126875
ENSDARG00000060861	139.124984	-1.404139036	0.392466773	-3.577727164	0.000346595	0.002000661
ENSDARG00000032465	14.76802067	-3.230388583	1.09476259	-2.950766324	0.003169866	0.013394814
ENSDARG00000060350	56.09994366	-1.577922084	0.5369666	-2.938585165	0.003297141	0.013826091
ENSDARG00000030448	261.8858123	-1.214036809	0.34431465	-3.525951653	0.000421964	0.002370136
ENSDARG00000011157	120.9185234	-1.162765861	0.391052194	-2.973428813	0.002944927	0.012639084
ENSDARG00000013117	170.8354097	-1.420487988	0.354752507	-4.004166172	6.22E-05	0.000439319
ENSDARG00000077410	60.29656833	-2.032064775	0.529901248	-3.834799	0.000125667	0.000818951
ENSDARG00000007425	114.4579601	-1.517052084	0.40073034	-3.785718054	0.000153265	0.000972272
ENSDARG00000000324	24.87738066	-2.392000559	0.809130994	-2.956258722	0.003113958	0.013213688
ENSDARG00000053792	243.7159718	-0.779206783	0.316688089	-2.460486548	0.013874877	0.045105102
ENSDARG00000054290	2213.922235	-0.779922334	0.205034505	-3.803858931	0.000142459	0.000915068
ENSDARG00000054337	158.4413808	-0.948755124	0.339924858	-2.791073094	0.005253361	0.020312706
ENSDARG00000018077	54.15925476	-1.932465233	0.545406229	-3.543166782	0.000395353	0.002231109
ENSDARG00000038731	365.8412094	-0.985755657	0.265340683	-3.715056606	0.000203158	0.001250149
ENSDARG00000016132	57.99119055	-1.8040346	0.522325287	-3.453852697	0.000552639	0.00300476
ENSDARG00000038669	21.60462261	-2.294094638	0.86323099	-2.657567516	0.007870682	0.028389778
ENSDARG00000091628	92.50348805	-1.042920304	0.418285587	-2.493321155	0.012655432	0.041828088
ENSDARG00000095649	14.01032092	-2.907926952	1.072855822	-2.710454558	0.006719105	0.024910139
ENSDARG00000053318	109.4506619	-1.6586841	0.424255617	-3.9096338	9.24E-05	0.000629793
ENSDARG00000010583	89.10353811	-1.451800321	0.467124935	-3.107948671	0.001883908	0.008656414
ENSDARG00000022689	40.85488593	-1.899178963	0.673968319	-2.817905397	0.004833805	0.018991856
ENSDARG00000008548	84.19549159	-2.007814603	0.454624856	-4.416420656	1.00E-05	8.93E-05
ENSDARG00000053155	562.4527453	-0.908750256	0.239888037	-3.788226654	0.000151726	0.000964906
ENSDARG00000053104	53.42132238	-1.711663444	0.596577881	-2.869136617	0.00411594	0.016589087
ENSDARG00000008396	260.0611281	-0.889903783	0.297225144	-2.994039368	0.002753104	0.011949419
ENSDARG00000094131	111.5615005	-1.598227298	0.394844468	-4.04773886	5.17E-05	0.000374745
ENSDARG00000038563	152.0712977	-1.622386016	0.382712678	-4.239175	2.24E-05	0.000181221
ENSDARG00000091433	220.9842078	-1.531193713	0.319483051	-4.792722835	1.65E-06	1.76E-05
ENSDARG00000067958	306.3638344	-0.909818976	0.322820138	-2.818346411	0.00482717	0.018973556
ENSDARG00000059866	97.71399757	-1.469881864	0.419293747	-3.505613602	0.000455556	0.002539497
ENSDARG00000038543	175.7849524	-1.027929356	0.356958879	-2.879685635	0.003980719	0.016132165
ENSDARG00000067950	148.9898867	-1.947642289	0.38903668	-5.006320459	5.55E-07	6.63E-06
ENSDARG00000033231	38.03734948	-2.651500545	0.680069237	-3.898868529	9.66E-05	0.000654969
ENSDARG00000019239	1169.247292	-2.034775257	0.215438572	-9.444804783	3.56E-21	2.66E-19
ENSDARG00000102887	119.6500185	-1.635473785	0.390192387	-4.19145488	2.77E-05	0.000217577
ENSDARG00000067832	104.8750524	-1.810586263	0.458130423	-3.952119686	7.75E-05	0.000535179
ENSDARG00000069056	542.0582174	-1.003388092	0.237456023	-4.225574406	2.38E-05	0.000191314
ENSDARG00000103521	21.02179253	-2.610852819	0.916667154	-2.848201561	0.004396707	0.017525648
ENSDARG00000052419	318.4932604	-1.537543282	0.283227163	-5.428657562	5.68E-08	8.25E-07
ENSDARG00000042215	90.02540045	-2.059802213	0.465073809	-4.428979171	9.47E-06	8.47E-05
ENSDARG00000038476	65.88602494	-1.349220774	0.517373212	-2.60782882	0.009111851	0.032082875
ENSDARG00000102407	154.5960896	-1.219650173	0.368523348	-3.309560108	0.000934427	0.004742056
ENSDARG00000102746	306.9065597	-1.300987863	0.284455489	-4.573607876	4.79E-06	4.61E-05
ENSDARG00000088581	28.04845222	-2.316674695	0.777794125	-2.978519148	0.002896449	0.012464473
ENSDARG00000076900	78.36740484	-1.760578442	0.476601881	-3.694023274	0.000220734	0.00134536
ENSDARG00000029936	295.6183606	-1.342468568	0.278017947	-4.82871189	1.37E-06	1.50E-05
ENSDARG00000016304	883.9466494	-0.63658992	0.228831022	-2.781921412	0.005403812	0.020813841
ENSDARG00000007804	517.7044595	-2.256049701	0.245019321	-9.207640004	3.33E-20	2.25E-18
ENSDARG00000068261	102.0742992	-2.315410875	0.435853758	-5.312357256	1.08E-07	1.50E-06
ENSDARG00000089477	197.7787276	-1.961233859	0.342926399	-5.719110174	1.07E-08	1.75E-07
ENSDARG00000063270	37.97850824	-1.594236852	0.64073808	-2.48812565	0.012841835	0.042343393
ENSDARG00000062929	71.13722214	-2.311513082	0.492294571	-4.695386096	2.66E-06	2.73E-05
ENSDARG00000002377	89.89255038	-1.732811107	0.567711512	-3.052274033	0.002271147	0.010146675
ENSDARG00000015803	24.11214012	-1.999140932	0.819723004	-2.438800574	0.014736098	0.047327632
ENSDARG00000076176	673.0531961	-0.717386679	0.255718565	-2.805375818	0.005025794	0.019596435
ENSDARG00000076716	312.9375249	-1.171682985	0.287655934	-4.073209858	4.64E-05	0.000340855
ENSDARG00000058475	22.82949459	-2.206100615	0.827182727	-2.667005178	0.007653049	0.027792805
ENSDARG00000058445	78.08864448	-1.447660252	0.455931528	-3.175170312	0.001497486	0.007105376
ENSDARG00000033852	299.8228146	-0.957658456	0.281571085	-3.401125001	0.000671091	0.003565962
ENSDARG00000037646	29.234373	-1.955649523	0.732980104	-2.668079956	0.00762861	0.02771795
ENSDARG00000037647	715.6776051	-1.161442535	0.2505827	-4.634966954	3.57E-06	3.56E-05
ENSDARG00000104660	69.77916053	-1.184092339	0.484234066	-2.445289216	0.014473602	0.046648506
ENSDARG00000079452	186.1046971	-1.779606535	0.335655179	-5.301889099	1.15E-07	1.58E-06
ENSDARG00000026387	36.36228133	-1.807262564	0.664076033	-2.72146934	0.006499241	0.024230443
ENSDARG00000087107	85.59427952	-2.461417289	0.475108969	-5.180742626	2.21E-07	2.89E-06
ENSDARG00000008487	411.8871279	-0.742566313	0.268107536	-2.769658489	0.00561151	0.021467352
ENSDARG00000062585	215.5963838	-1.66677792	0.311561969	-5.349747674	8.81E-08	1.24E-06
ENSDARG00000062606	14.02677281	-3.254719609	1.197240132	-2.718518635	0.006557496	0.024410012
ENSDARG00000089930	174.4914433	-1.05258022	0.352397652	-2.98691042	0.002818123	0.012179291
ENSDARG00000062467	51.85005928	-2.07446372	0.554812146	-3.739038044	0.000184726	0.001145169
ENSDARG00000032808	5484.381732	-1.654724735	0.224977549	-7.355066051	1.91E-13	6.18E-12
ENSDARG00000017905	833.2023053	-0.560808481	0.228302033	-2.456432274	0.014032425	0.045470932
ENSDARG00000056381	376.6414699	-0.919480444	0.264632451	-3.474556659	0.000511698	0.002808414
ENSDARG00000008287	133.2422744	-0.977155604	0.3696112	-2.64373916	0.008199582	0.029393831
ENSDARG00000073902	90.94485944	-1.500675197	0.451990718	-3.320146047	0.000899704	0.004591943
ENSDARG00000080019	141.5532816	-1.122808563	0.41326379	-2.716929454	0.006589065	0.024508513
ENSDARG00000070266	349.1413531	-0.789075349	0.276242063	-2.856463417	0.004283894	0.017171112
ENSDARG00000055876	202.3891757	-1.302147738	0.321633786	-4.048541521	5.15E-05	0.000373834
ENSDARG00000061786	94.62545883	-1.402325892	0.417040061	-3.362568783	0.000772209	0.004015444
ENSDARG00000052782	56.60646251	-1.548735684	0.527779472	-2.934437139	0.003341532	0.013981694
ENSDARG00000079074	47.07524681	-1.831980656	0.597984897	-3.063590176	0.002186983	0.009830155
ENSDARG00000061504	126.9552335	-2.270131232	0.392147519	-5.788972573	7.08E-09	1.20E-07
ENSDARG00000061143	752.6314322	-1.057281876	0.251697851	-4.200599542	2.66E-05	0.000210435
ENSDARG00000061451	74.62051303	-1.195206159	0.473715114	-2.523048396	0.011634239	0.03915412
ENSDARG00000055099	124.5566613	-1.137339116	0.382611548	-2.972568709	0.002953191	0.012671718
ENSDARG00000070098	815.8381943	-0.796513699	0.247402092	-3.219510763	0.001284095	0.006212437
ENSDARG00000086859	66.74050911	-1.748093028	0.593259663	-2.946590062	0.003212988	0.013535313
ENSDARG00000037286	9.819921416	-5.31674474	1.81411845	-2.930759422	0.003381345	0.014092977
ENSDARG00000013787	7.146785672	-6.356643421	1.982592947	-3.206227195	0.001344878	0.006469232
ENSDARG00000054031	356.3652806	-1.209081619	0.272895363	-4.430568577	9.40E-06	8.42E-05
ENSDARG00000019581	418.4895488	-1.062423319	0.274035968	-3.876948438	0.000105775	0.000708599
ENSDARG00000035080	32.51964287	-1.951833656	0.777582195	-2.510131622	0.012068617	0.040326073
ENSDARG00000060477	133.3675272	-1.352759052	0.365830401	-3.697776476	0.000217496	0.001327737
ENSDARG00000003142	149.5745915	-1.1117494	0.410141511	-2.710648327	0.006715181	0.024900398
ENSDARG00000060559	643.4854465	-0.692717938	0.234311667	-2.956395416	0.003112578	0.013210903
ENSDARG00000069951	35.72929476	-2.795095485	0.686182806	-4.073397729	4.63E-05	0.00034071
ENSDARG00000058231	133.4165181	-1.100115776	0.364712128	-3.016394824	0.002557999	0.011227003
ENSDARG00000079280	96.53631592	-1.231513059	0.423482041	-2.908064425	0.003636734	0.014954601
ENSDARG00000079350	614.0956458	-0.995347872	0.291613419	-3.41324441	0.000641943	0.003434854
ENSDARG00000027199	443.0018034	-1.023092327	0.259446406	-3.943366743	8.03E-05	0.000552517
ENSDARG00000012016	185.8599418	-1.017131368	0.339535736	-2.995653359	0.002738576	0.011890174
ENSDARG00000053222	34.58348759	-1.891751799	0.696359412	-2.716631335	0.006595002	0.024516856
ENSDARG00000104907	755.2893637	-0.648702322	0.246884918	-2.62754941	0.008600235	0.030607141
ENSDARG00000020857	66.85415453	-1.341443176	0.481425313	-2.786399342	0.005329717	0.020578003
ENSDARG00000093120	99.52331169	-1.717880667	0.50631891	-3.392882689	0.000691613	0.003658798
ENSDARG00000008457	112.8522355	-1.711008786	0.399623585	-4.28155106	1.86E-05	0.000153276
ENSDARG00000030368	529.2267353	-0.927941514	0.256203512	-3.621892249	0.000292456	0.001724987
ENSDARG00000074600	80.70392036	-2.033839038	0.486443733	-4.181036576	2.90E-05	0.000226402
ENSDARG00000036967	306.1382708	-1.039360863	0.29830572	-3.484213659	0.000493585	0.002718331
ENSDARG00000024785	47.85755264	-1.493388674	0.588378206	-2.538144104	0.011144209	0.037843382
ENSDARG00000052703	300.6571584	-1.324239745	0.283682016	-4.668042634	3.04E-06	3.07E-05
ENSDARG00000059682	46.07812425	-2.49220904	0.61035232	-4.083230227	4.44E-05	0.000328113
ENSDARG00000016994	41.07572853	-1.760479202	0.609534274	-2.888236603	0.003874083	0.015759916
ENSDARG00000051993	14.28204737	-3.772129114	1.272464462	-2.96442787	0.003032463	0.012956827
ENSDARG00000051981	16.26805367	-2.682644293	1.010039704	-2.65597905	0.007907853	0.028491725
ENSDARG00000006225	5084.870835	-0.706566298	0.20827898	-3.392403289	0.000692824	0.003663565
ENSDARG00000073976	10.34080735	-4.382502386	1.490422388	-2.940443207	0.003277431	0.013767505
ENSDARG00000099957	5.052364792	-5.857462071	2.17224381	-2.696503056	0.007007175	0.02578388
ENSDARG00000095463	234.0582743	-1.538832879	0.345207449	-4.457704727	8.28E-06	7.52E-05
ENSDARG00000069619	1053.236622	-0.792164761	0.248266248	-3.190787179	0.001418858	0.00678034
ENSDARG00000010773	76.2185774	-1.137569441	0.462522372	-2.459490629	0.013913433	0.045192168
ENSDARG00000036650	153.5378178	-1.860538436	0.357209906	-5.208529791	1.90E-07	2.51E-06
ENSDARG00000036645	177.0900837	-1.501630541	0.339871357	-4.418232106	9.95E-06	8.86E-05
ENSDARG00000076773	34.70051577	-1.66613594	0.656671208	-2.537245304	0.011172863	0.037930034
ENSDARG00000007734	329.0550294	-1.196532279	0.278981795	-4.288926011	1.80E-05	0.000148915
ENSDARG00000069435	36.23726126	-1.671163885	0.640978495	-2.607207415	0.009128405	0.032135266
ENSDARG00000092919	121.3380594	-1.35721174	0.468837148	-2.894846849	0.003793436	0.015487643
ENSDARG00000052512	26.22575779	-2.465124518	0.773249831	-3.188005246	0.001432579	0.006834575
ENSDARG00000013667	170.3894923	-2.056150461	0.339717626	-6.052528055	1.43E-09	2.75E-08
ENSDARG00000075887	28.31714883	-2.415642919	0.772514572	-3.126986863	0.001766078	0.0081895
ENSDARG00000005578	69.1808779	-1.77906674	0.523438707	-3.398806235	0.000676806	0.003587392
ENSDARG00000015540	226.707613	-1.168244108	0.313577297	-3.725537916	0.000194899	0.001204277
ENSDARG00000074182	41.75188293	-2.385983179	0.650961614	-3.665320854	0.000247029	0.001479782
ENSDARG00000059951	383.7291588	-1.697373911	0.33254295	-5.104224613	3.32E-07	4.17E-06
ENSDARG00000052361	92.24900813	-1.653655831	0.424866678	-3.892175869	9.93E-05	0.000670467
ENSDARG00000078041	1230.042576	-0.908075513	0.245402551	-3.700350742	0.000215302	0.001316434
ENSDARG00000025808	262.2206988	-0.832307097	0.303308077	-2.744098031	0.006067741	0.022857343
ENSDARG00000059826	45.00737678	-1.770962983	0.609910656	-2.903643287	0.003688481	0.015107346
ENSDARG00000089243	401.6865989	-0.848545759	0.266153409	-3.188182943	0.001431699	0.006832074
ENSDARG00000096514	69.40810864	-1.423638892	0.495980362	-2.870353346	0.004100133	0.016546228
ENSDARG00000025904	478.9869628	-0.936814428	0.246781493	-3.796129176	0.000146973	0.000939345
ENSDARG00000069194	16.40835104	-3.667003474	1.087314543	-3.372532351	0.000744803	0.003894037
ENSDARG00000104949	43.67843499	-1.436176615	0.591420267	-2.428352044	0.015167612	0.048389625
ENSDARG00000093157	288.0000559	-0.87008839	0.297884552	-2.920891278	0.003490316	0.01447173
ENSDARG00000104017	268.0393142	-1.45112667	0.300801654	-4.824197779	1.41E-06	1.53E-05
ENSDARG00000103054	72.86906409	-2.375873184	0.489531547	-4.85336073	1.21E-06	1.34E-05
ENSDARG00000096651	432.5479761	-0.611469774	0.250253963	-2.443396966	0.014549723	0.046831059
ENSDARG00000104392	59.16024285	-1.336403607	0.548617078	-2.435949701	0.01485275	0.047614636
ENSDARG00000099741	270.4483154	-1.409951814	0.301132581	-4.682162949	2.84E-06	2.89E-05
ENSDARG00000105060	43.84291207	-2.327323445	0.613657101	-3.792547075	0.00014911	0.000950471
ENSDARG00000104933	62.61276427	-1.761730461	0.512164078	-3.439777478	0.000582193	0.00314584
ENSDARG00000100407	181.1144971	-0.810599986	0.322672978	-2.512140902	0.012000117	0.04013212
ENSDARG00000098235	80.70497229	-1.578180352	0.458141014	-3.444748023	0.000571592	0.003095532
ENSDARG00000078172	119.0215509	-1.776047318	0.422540581	-4.203258572	2.63E-05	0.000208578
ENSDARG00000042821	86.1817487	-1.755881781	0.508760946	-3.451290422	0.000557913	0.003031501
ENSDARG00000016611	74.75246118	-1.462817481	0.485475717	-3.013163029	0.0025854	0.01131621
ENSDARG00000093284	65.49238948	-1.505995166	0.527627157	-2.854279096	0.004313462	0.017272746
ENSDARG00000013128	53.62101472	-1.611497964	0.554716639	-2.905083158	0.003671555	0.015054681
ENSDARG00000099227	13.53776966	-3.197792383	1.222716454	-2.615318026	0.008914441	0.031509183
ENSDARG00000056102	449.607331	-0.823337801	0.255168202	-3.22664735	0.001252497	0.006075102
ENSDARG00000018206	280.0193694	-0.865690141	0.304761153	-2.840552779	0.004503542	0.017902062
ENSDARG00000006863	21.26751745	-2.713121828	0.878069116	-3.089872741	0.002002423	0.009105671
ENSDARG00000094616	25.49960049	-2.119809846	0.84481942	-2.509186928	0.012100943	0.04041298
ENSDARG00000104105	351.9751177	-0.968104099	0.275192027	-3.517922049	0.00043494	0.002438027
ENSDARG00000063224	33.61637969	-1.700580269	0.675413047	-2.517837455	0.01180778	0.039620056
ENSDARG00000041959	3561.828254	-0.849069891	0.225250658	-3.76944467	0.000163611	0.001031261
ENSDARG00000090534	39.83987251	-2.752033956	0.697254699	-3.946956488	7.92E-05	0.000545474
ENSDARG00000078392	97.15592927	-2.258469806	0.456527939	-4.947057156	7.53E-07	8.75E-06
ENSDARG00000070029	208.9457008	-2.603834759	0.324840622	-8.015730133	1.09E-15	4.52E-14
ENSDARG00000070028	159.1580011	-1.062591558	0.345705017	-3.073694352	0.002114259	0.00955249
ENSDARG00000041735	78.73686903	-2.188312471	0.509795882	-4.292526773	1.77E-05	0.000146837
ENSDARG00000058207	216.6592197	-1.002177178	0.31024113	-3.230316942	0.001236531	0.00601133
ENSDARG00000078935	574.3240583	-1.238504802	0.263742953	-4.695878278	2.65E-06	2.72E-05
ENSDARG00000010437	221.3152981	-0.854247521	0.30200179	-2.828617408	0.004674955	0.018469825
ENSDARG00000010281	144.9192075	-0.89759625	0.352586993	-2.54574408	0.01090451	0.037141129
ENSDARG00000027234	78.17394277	-1.456887812	0.464539479	-3.136198056	0.001711536	0.007961587
ENSDARG00000069758	148.6975597	-1.710608296	0.395350082	-4.32681913	1.51E-05	0.000127989
ENSDARG00000093440	216.5217786	-0.944778079	0.332639063	-2.840249938	0.00450782	0.017912751
ENSDARG00000018627	667.4185816	-0.814746001	0.235058454	-3.466142088	0.000527984	0.0028846
ENSDARG00000041830	1428.450412	-0.764425234	0.215477568	-3.547586135	0.000388779	0.002197887
ENSDARG00000057262	9.846174059	-5.317819235	1.803439789	-2.948709054	0.003191042	0.013461113
ENSDARG00000036685	348.3853662	-1.154256423	0.29160476	-3.958290741	7.55E-05	0.000523048
ENSDARG00000075264	105.4780136	-2.684567653	0.438745794	-6.118731369	9.43E-10	1.88E-08
ENSDARG00000062425	96.32574605	-1.438777797	0.442893054	-3.248589662	0.001159787	0.005684316
ENSDARG00000041505	242.2893478	-0.883497354	0.307535059	-2.872834583	0.004068071	0.016442307
ENSDARG00000007485	376.1219581	-0.994140812	0.265515333	-3.744193608	0.000180974	0.001124817
ENSDARG00000062258	95.84082758	-1.573966958	0.434671985	-3.621045321	0.000293415	0.001730112
ENSDARG00000041110	237.9049098	-1.216992714	0.297567297	-4.089806664	4.32E-05	0.000319932
ENSDARG00000056387	217.091575	-2.790568504	0.342349732	-8.151221511	3.60E-16	1.55E-14
ENSDARG00000021677	134.0774538	-1.622454521	0.384017631	-4.224948002	2.39E-05	0.000191726
ENSDARG00000056561	202.1852566	-1.539473894	0.356305056	-4.320662494	1.56E-05	0.000131182
ENSDARG00000041040	245.3908884	-0.750864848	0.291980804	-2.571624018	0.010122275	0.035017453
ENSDARG00000056679	307.7706908	-0.824686366	0.278580882	-2.960312138	0.003073275	0.013096218
ENSDARG00000029729	221.3144922	-1.186528367	0.318533392	-3.724973261	0.000195336	0.001206268
ENSDARG00000056138	1095.984443	-0.701663341	0.210264384	-3.337052759	0.000846719	0.004358024
ENSDARG00000056078	154.1611376	-0.990781396	0.347307615	-2.852748844	0.004334286	0.017338602
ENSDARG00000012609	16.42490114	-2.725879669	0.98914661	-2.755789327	0.00585507	0.022213155
ENSDARG00000000002	38.03889465	-1.787939273	0.641435593	-2.787402653	0.005313242	0.02052678
ENSDARG00000040910	325.3653763	-2.102796963	0.282757119	-7.436760461	1.03E-13	3.43E-12
ENSDARG00000092610	634.2178049	-1.145794588	0.267731077	-4.279647328	1.87E-05	0.000154327
ENSDARG00000074225	225.2140636	-1.879360569	0.34687134	-5.418033581	6.03E-08	8.71E-07
ENSDARG00000021433	331.4217602	-1.162570918	0.310012208	-3.750081083	0.000176777	0.001101945
ENSDARG00000018181	67.59244919	-1.189704482	0.480274689	-2.477133416	0.013244238	0.043407901
ENSDARG00000019856	238.5682165	-1.534984834	0.354758457	-4.326844935	1.51E-05	0.000127989
ENSDARG00000009783	419.5326036	-2.186820207	0.285524528	-7.658957447	1.87E-14	6.74E-13
ENSDARG00000069242	426.5607883	-0.777531481	0.255342394	-3.045054399	0.002326382	0.010356436
ENSDARG00000088013	18.01204555	-2.616701077	1.035344872	-2.527371457	0.011491988	0.038818327
ENSDARG00000061274	99.88523441	-2.148630759	0.506914528	-4.238645059	2.25E-05	0.000181534
ENSDARG00000074384	16.57763339	-3.153541789	1.03026882	-3.060892192	0.002206785	0.009900615
ENSDARG00000054867	510.4295142	-1.181468572	0.257374917	-4.590457323	4.42E-06	4.29E-05
ENSDARG00000069133	45.44859388	-2.039081581	0.609342826	-3.346361839	0.000818795	0.004221092
ENSDARG00000028731	19.17447946	-3.263767081	0.99637355	-3.275646047	0.001054206	0.005241807
ENSDARG00000076182	36.67226576	-1.608781922	0.652452763	-2.465744669	0.013672876	0.044538953
ENSDARG00000061062	447.6307662	-0.777299488	0.315840809	-2.461048302	0.013853171	0.045051797
ENSDARG00000054583	109.0850316	-1.647513095	0.404223482	-4.075748119	4.59E-05	0.000337675
ENSDARG00000014008	261.6434899	-0.889790512	0.286597078	-3.104674051	0.001904888	0.008733999
ENSDARG00000034989	83.2869713	-1.520820205	0.541169141	-2.810249313	0.004950314	0.019366362
ENSDARG00000010300	82.15167472	-1.385003128	0.457962387	-3.024272666	0.002492317	0.010976375
ENSDARG00000026635	32.55032951	-1.962654558	0.713164511	-2.75203621	0.005922597	0.022411752
ENSDARG00000099077	52.57533661	-1.600818348	0.568963542	-2.813569287	0.004899483	0.019207295
ENSDARG00000019260	99.94111164	-1.635797488	0.452904264	-3.611795293	0.000304085	0.0017848
ENSDARG00000018553	28.16494433	-2.165965566	0.767462346	-2.822243432	0.004768896	0.018786828
ENSDARG00000102265	77.22010469	-1.134159262	0.459955481	-2.465802257	0.013670678	0.044538953
ENSDARG00000098944	20.20444242	-2.42079722	0.908754385	-2.663863041	0.007724901	0.027981312
ENSDARG00000102185	20.25395169	-2.445020136	0.886152471	-2.759141588	0.005795342	0.022030105
ENSDARG00000101999	241.8771986	-1.275849967	0.303694272	-4.201099869	2.66E-05	0.000210056
ENSDARG00000104768	163.3771477	-1.02312194	0.364574408	-2.806346026	0.005010685	0.019554714
ENSDARG00000098079	24.06865671	-2.134756138	0.789878933	-2.702637137	0.00687918	0.025385907
ENSDARG00000100597	129.9070171	-1.466226922	0.395394217	-3.708265975	0.000208683	0.001281683
ENSDARG00000100275	233.1204236	-2.531464921	0.322389606	-7.852191499	4.09E-15	1.59E-13
ENSDARG00000058943	51.6932205	-1.524789227	0.569036756	-2.679597074	0.007371083	0.026890729
ENSDARG00000103683	218.054638	-1.904685272	0.316571379	-6.016606049	1.78E-09	3.34E-08
ENSDARG00000041428	71.75685973	-1.315443935	0.467292228	-2.81503491	0.004877194	0.019138821
ENSDARG00000004964	172.049303	-1.459678322	0.410456981	-3.5562273	0.000376219	0.00214012
ENSDARG00000014676	435.496485	-0.706502912	0.248972392	-2.837675722	0.004544333	0.018042899
ENSDARG00000079881	72.10085846	-1.59889323	0.496855161	-3.218026812	0.001290758	0.006238607
ENSDARG00000105239	174.1128484	-1.667976727	0.338644032	-4.925457323	8.42E-07	9.67E-06
ENSDARG00000024642	26.78410127	-2.12207746	0.796516333	-2.664198298	0.007717206	0.027962305
ENSDARG00000078929	326.5803497	-0.803964438	0.272012009	-2.955621116	0.003120402	0.013225268
ENSDARG00000002758	421.0631336	-1.353472188	0.268914216	-5.033100182	4.83E-07	5.84E-06
ENSDARG00000070668	32.27675138	-2.90743229	0.747045801	-3.891906344	9.95E-05	0.000670977
ENSDARG00000057879	116.1010354	-1.587691364	0.412042045	-3.853226593	0.000116571	0.000769909
ENSDARG00000070654	133.0076834	-1.860359286	0.377499683	-4.928108205	8.30E-07	9.55E-06
ENSDARG00000012505	1198.954694	-0.539274846	0.215259524	-2.505231062	0.012237142	0.040754376
ENSDARG00000070624	30.82117708	-1.856831673	0.704078278	-2.637251753	0.008358078	0.029872734
ENSDARG00000057626	264.5526609	-0.964103555	0.297737512	-3.238099054	0.00120329	0.005878022
ENSDARG00000062385	67.57022575	-1.836889238	0.496613087	-3.698833732	0.000216592	0.00132264
ENSDARG00000070604	32.48844075	-2.185500855	0.693448741	-3.151640093	0.001623563	0.0075984
ENSDARG00000088741	35.24218968	-2.403527079	0.68793791	-3.493813969	0.000476173	0.002639856
ENSDARG00000076058	98.72268143	-2.023515115	0.419232923	-4.826708503	1.39E-06	1.51E-05
ENSDARG00000057562	310.7105789	-1.383707014	0.277318455	-4.98959586	6.05E-07	7.18E-06
ENSDARG00000040869	17.36314353	-2.3478811	0.934357668	-2.51282906	0.011976735	0.040067889
ENSDARG00000078754	3228.301616	-0.807889538	0.259985611	-3.107439428	0.001887157	0.008667128
ENSDARG00000062244	363.3156566	-0.899939712	0.275565013	-3.26579816	0.00109156	0.005405138
ENSDARG00000043457	1238.537086	-1.007046386	0.298211621	-3.376952194	0.000732938	0.00384562
ENSDARG00000061621	101.1872401	-1.419911174	0.407011384	-3.488627666	0.000485507	0.002679222
ENSDARG00000002006	126.925332	-1.17159953	0.402322523	-2.912090337	0.003590188	0.014805861
ENSDARG00000040717	109.9673553	-1.905430245	0.40477138	-4.707423353	2.51E-06	2.58E-05
